"","CHL","CAR","ANT","EWT","PROT","Nstruct","CBC"
"05_24_2023_WESTWIND_SET3.0000.sig",49.8271395768138,11.7358084845587,4.40995293159745,0.0121100027846312,0.00219954866494527,1.41182522316425,0.00570510963531644
"05_24_2023_WESTWIND_SET3.0001.sig",47.5980654490163,15.5190518432117,3.59421997554982,0.0156482901393704,0.0025891877666747,1.49530784701639,0.00611640842409855
