0,1
2.307857143,2
2.386428571,2
2.396,1.981333333
2.38,1.949333333
2.38,1.896
2.345,1.89
2.288,1.872
2.214666667,1.778666667
2.182857143,1.788571429
2.159333333,1.820666667
2.132666667,1.847333333
2.13,1.792142857
2.153333333,1.756666667
2.2,1.75
2.213333333,1.77
2.230714286,1.772857143
2.246,1.762666667
2.206,1.789333333
2.19,1.8
2.199333333,1.802666667
2.246,1.816
2.283333333,1.862
2.315714286,1.922857143
2.344285714,1.987142857
2.344285714,2.045714286
2.342666667,2.072
2.349333333,2.052
2.362,2.056
2.384285714,2.074285714
2.42,2.11
2.44,2.163333333
2.457142857,2.225714286
2.472666667,2.297333333
2.499333333,2.370666667
2.505714286,2.417142857
2.504,2.438666667
2.524,2.432
2.54,2.425
2.56,2.43
2.593333333,2.463333333
2.628571429,2.504285714
2.67,2.555714286
2.72,2.62
2.72,2.64
2.72,2.663333333
2.72,2.69
2.72,2.718571429
2.724285714,2.742857143
2.738,2.766666667
2.778,2.8
2.805,2.825
2.83,2.846
2.863333333,2.866
2.881428571,2.892857143
2.89,2.921428571
2.89,2.95
2.896666667,2.97
2.9,2.976428571
2.902,2.970666667
2.922,2.977333333
2.925714286,2.984285714
2.922666667,2.994
2.936,3.014
2.94,3.035
2.946428571,3.05
2.967857143,3.05
2.976,3.062
2.98,3.072857143
2.98,3.08
2.994285714,3.094285714
3.004,3.104
3.012142857,3.112142857
3.033571429,3.133571429
3.049333333,3.14
3.062857143,3.141428571
3.077142857,3.148571429
3.08,3.155714286
3.082857143,3.171428571
3.09,3.2
3.09,3.206666667
3.09,3.217142857
3.091428571,3.230714286
3.105714286,3.237857143
3.119333333,3.24
3.135714286,3.244285714
3.164285714,3.265714286
3.17,3.287142857
3.175714286,3.305714286
3.19,3.32
3.203333333,3.333333333
3.217142857,3.347142857
3.230714286,3.360714286
3.237857143,3.367857143
3.258666667,3.384
3.284285714,3.405714286
3.305714286,3.434285714
3.327142857,3.457142857
3.348571429,3.478571429
3.37,3.5
3.403333333,3.533333333
3.434285714,3.571428571
3.464285714,3.614285714
3.507142857,3.657142857
3.555,3.705
3.607142857,3.757142857
3.664285714,3.814285714
3.715,3.871428571
3.773333333,3.936666667
3.84,4.01
3.911428571,4.095714286
3.991428571,4.194285714
4.078571429,4.3
4.171428571,4.4
4.275714286,4.511428571
4.382666667,4.630666667
4.489333333,4.757333333
4.622142857,4.892142857
4.761428571,5.042142857
4.905714286,5.207857143
5.062857143,5.386428571
5.225,5.57
5.391428571,5.757857143
5.562857143,5.950714286
5.734285714,6.15
5.903333333,6.343333333
6.07,6.53
6.241428571,6.73
6.412857143,6.921428571
6.581428571,7.104285714
6.738571429,7.275714286
6.89,7.441428571
7.034285714,7.597142857
7.17,7.74
7.277142857,7.854285714
7.371428571,7.96
7.454285714,8.055714286
7.525714286,8.134285714
7.585714286,8.207142857
7.64,8.27
7.69,8.32
7.747142857,8.377142857
7.795714286,8.425714286
7.84,8.471428571
7.89,8.528571429
7.94,8.591428571
7.99,8.652857143
8.04,8.71
8.09,8.774285714
8.14,8.834285714
8.188571429,8.89
8.231428571,8.94
8.262857143,8.984285714
8.291428571,9.021428571
8.32,9.05
8.334285714,9.064285714
8.344285714,9.07
8.347142857,9.065714286
8.332857143,9.044285714
8.307142857,9.022857143
8.275714286,8.992857143
8.24,8.95
8.19,8.9
8.122857143,8.832857143
8.044285714,8.751428571
7.965714286,8.658571429
7.875714286,8.56
7.777142857,8.457142857
7.67,8.35
7.555714286,8.228571429
7.441428571,8.107142857
7.326923077,7.983846154
7.211538462,7.853076923
7.097142857,7.730714286
6.993571429,7.612857143
6.900714286,7.499285714
6.807857143,7.392142857
6.72,7.295
6.636428571,7.206428571
6.557857143,7.127857143
6.492142857,7.042857143
6.425384615,6.965384615
6.36,6.897142857
6.31,6.832857143
6.26,6.78
6.212857143,6.73
6.17,6.68
6.134285714,6.63
6.098571429,6.588571429
6.062307692,6.550769231
6.023846154,6.504615385
5.994285714,6.474285714
5.972857143,6.449285714
5.958571429,6.427857143
5.944285714,6.406428571
5.93,6.39
5.915384615,6.375384615
5.9,6.36
5.885714286,6.352857143
5.871428571,6.337142857
5.857142857,6.315714286
5.842857143,6.294285714
5.821538462,6.265384615
5.795714286,6.235714286
5.765714286,6.205714286
5.722857143,6.162857143
5.675,6.115
5.626153846,6.063846154
5.58,6.01
5.53,5.945714286
5.484285714,5.89
5.438571429,5.837142857
5.381428571,5.772857143
5.326923077,5.704615385
5.271428571,5.641428571
5.215,5.585
5.165,5.535
5.123076923,5.482307692
5.085714286,5.435714286
5.05,5.4
5.021428571,5.364285714
4.996153846,5.326923077
4.973571429,5.293571429
4.952142857,5.272142857
4.937142857,5.257142857
4.926153846,5.242307692
4.918571429,5.228571429
4.911428571,5.221428571
4.904285714,5.22
4.9,5.22
4.9,5.22
4.9,5.22
4.905384615,5.22
4.907142857,5.217142857
4.9,5.21
4.892857143,5.202857143
4.885384615,5.195384615
4.875714286,5.183571429
4.861428571,5.162142857
4.839230769,5.125384615
4.812857143,5.092857143
4.784285714,5.061428571
4.755714286,5.018571429
4.719230769,4.973076923
4.678571429,4.928571429
4.635384615,4.884615385
4.589230769,4.830769231
4.54,4.774285714
4.488461538,4.715384615
4.435,4.654285714
4.385,4.597142857
4.343076923,4.547692308
4.305714286,4.502857143
4.27,4.46
4.231538462,4.421538462
4.195,4.385
4.158461538,4.346153846
4.12,4.3
4.077142857,4.257142857
4.032307692,4.207692308
3.987142857,4.150714286
3.944285714,4.086428571
3.891538462,4.031538462
3.844285714,3.975714286
3.800769231,3.919230769
3.754615385,3.865384615
3.717857143,3.821428571
3.688461538,3.784615385
3.668571429,3.755714286
3.661428571,3.734285714
3.647692308,3.723846154
3.643846154,3.72
3.651428571,3.722857143
3.658571429,3.737142857
3.672307692,3.758461538
3.697857143,3.784285714
3.733846154,3.813846154
3.772307692,3.852307692
3.808571429,3.894285714
3.845384615,3.941538462
3.885384615,3.996153846
3.939230769,4.057692308
4.001428571,4.127142857
4.070769231,4.203846154
4.149230769,4.291538462
4.241538462,4.406923077
4.34,4.521428571
4.455384615,4.654615385
4.595384615,4.818461538
4.749230769,5.003076923
4.917142857,5.205714286
5.112307692,5.437692308
5.346153846,5.711538462
5.607692308,6.026923077
5.9,6.381428571
6.236923077,6.790769231
6.637692308,7.276923077
7.114615385,7.846153846
7.621428571,8.457142857
8.188461538,9.131538462
8.843076923,9.894615385
9.573846154,10.74076923
10.31428571,11.57857143
11.11076923,12.46461538
11.99153846,13.42923077
12.90692308,14.42153846
13.85923077,15.42615385
14.79,16.405
15.69923077,17.36153846
16.69153846,18.37692308
17.68384615,19.39230769
18.67230769,20.40384615
19.64285714,21.39285714
20.55714286,22.30714286
21.51538462,23.27153846
22.47692308,24.23307692
23.42769231,25.17769231
24.36615385,26.11615385
25.28384615,27.02
26.13428571,27.86857143
26.95076923,28.68769231
27.80461538,29.52615385
28.62384615,30.33
29.41615385,31.10692308
30.17923077,31.85692308
30.91,32.58
31.61,33.27230769
32.25,33.9
32.86692308,34.50461538
33.49,35.12
34.05923077,35.67384615
34.61230769,36.20615385
35.14307692,36.71692308
35.64615385,37.20461538
36.10769231,37.65076923
36.54461538,38.06615385
36.95615385,38.46230769
37.34230769,38.83923077
37.70384615,39.18538462
38.05153846,39.51076923
38.36142857,39.79857143
38.65166667,40.06666667
38.96,40.35
39.19571429,40.57142857
39.43307692,40.78923077
39.66230769,41
39.87,41.2
40.06230769,41.37692308
40.24384615,41.54307692
40.41153846,41.69230769
40.56384615,41.82153846
40.70230769,41.93692308
40.82846154,42.05230769
40.94769231,42.15615385
41.06,42.24846154
41.16,42.34076923
41.25307692,42.41923077
41.34076923,42.49153846
41.41846154,42.55615385
41.48,42.61
41.54666667,42.67666667
41.60307692,42.72692308
41.65692308,42.76923077
41.71076923,42.80923077
41.76461538,42.85538462
41.80461538,42.89461538
41.84307692,42.92846154
41.87923077,42.95923077
41.91,42.99
41.92538462,43.01307692
41.95692308,43.03615385
41.98923077,43.05923077
42.01307692,43.08307692
42.04384615,43.11384615
42.06333333,43.14
42.08384615,43.16384615
42.10461538,43.18461538
42.12,43.2
42.14307692,43.21538462
42.16076923,43.23615385
42.17666667,43.26
42.19461538,43.28307692
42.21769231,43.29846154
42.23384615,43.31384615
42.24923077,43.33384615
42.26461538,43.35692308
42.28,43.38
42.29666667,43.39666667
42.31846154,43.42461538
42.33769231,43.44384615
42.35307692,43.45461538
42.36846154,43.47769231
42.385,43.495
42.40076923,43.51615385
42.41307692,43.53615385
42.42166667,43.5525
42.43833333,43.5775
42.46769231,43.59384615
42.48461538,43.61384615
42.49692308,43.63461538
42.52,43.65
42.52833333,43.66666667
42.54230769,43.68846154
42.55833333,43.70416667
42.57230769,43.71692308
42.58,43.74
42.59538462,43.75538462
42.60583333,43.76583333
42.61769231,43.77769231
42.63333333,43.79666667
42.65,43.83
42.66538462,43.84538462
42.68076923,43.86076923
42.69666667,43.87666667
42.71153846,43.89307692
42.71923077,43.90846154
42.7275,43.9175
42.73538462,43.93076923
42.75,43.95
42.77,43.97307692
42.77,43.98846154
42.7925,44.005
42.80538462,44.01538462
42.81333333,44.02666667
42.82307692,44.04307692
42.83846154,44.05846154
42.855,44.075
42.86538462,44.09076923
42.87333333,44.09666667
42.88153846,44.09307692
42.88923077,44.10846154
42.8975,44.1175
42.91076923,44.13076923
42.92333333,44.15
42.93166667,44.17
42.94,44.17
42.95538462,44.18538462
42.97166667,44.19
42.98769231,44.20153846
43.00333333,44.22333333
43.02,44.24
43.03666667,44.265
43.04,44.27
43.04833333,44.27833333
43.0625,44.29
43.07230769,44.29230769
43.09538462,44.31538462
43.11333333,44.34
43.12,44.355
43.12333333,44.36666667
43.13307692,44.38153846
43.14846154,44.38923077
43.18,44.405
43.20166667,44.41583333
43.21416667,44.4325
43.22230769,44.45230769
43.23,44.46
43.23833333,44.47666667
43.23333333,44.46666667
43.24,44.465
43.25666667,44.48
43.27307692,44.50461538
43.28846154,44.52769231
43.3125,44.56
43.32583333,44.57
43.33416667,44.57416667
43.3425,44.5775
43.35,44.57083333
43.35,44.57916667
43.3575,44.6025
43.36538462,44.62076923
43.38,44.64
43.40166667,44.66
43.41,44.66
43.41833333,44.65166667
43.42,44.65666667
43.425,44.67
43.42666667,44.68666667
43.425,44.7
43.45,44.7
43.45833333,44.7
43.46666667,44.7
43.475,44.705
43.48333333,44.72
43.49166667,44.74333333
43.5,44.76
43.5,44.76833333
43.5,44.77
43.505,44.77
43.51333333,44.77
43.52166667,44.77333333
43.53,44.79
43.53,44.79833333
43.53,44.78666667
43.53545455,44.79090909
43.53583333,44.80416667
43.5325,44.8125
43.54083333,44.82083333
43.54916667,44.82916667
43.5575,44.8375
43.56,44.83416667
43.56833333,44.84666667
43.5775,44.865
43.57,44.85
43.57,44.85
43.58666667,44.875
43.58333333,44.87333333
43.58,44.875
43.58,44.87666667
43.58363636,44.87181818
43.60083333,44.8825
43.60916667,44.9075
43.625,44.9175
43.62416667,44.91416667
43.61166667,44.91416667
43.59727273,44.91727273
43.595,44.915
43.62,44.94
43.62,44.94
43.62727273,44.92545455
43.62416667,44.92583333
43.62416667,44.93416667
43.63,44.94272727
43.63,44.95166667
43.63,44.96
43.605,44.935
43.6,44.92272727
43.61166667,44.92583333
43.61166667,44.92166667
43.59454545,44.91272727
43.58,44.92
43.58,44.92
43.56333333,44.91166667
43.56,44.88818182
43.54833333,44.8625
43.52636364,44.84090909
43.50666667,44.83
43.49833333,44.83
43.49,44.83
43.48090909,44.82090909
43.4575,44.8125
43.45,44.79727273
43.45,44.78
43.44636364,44.76272727
43.43,44.7425
43.39636364,44.71363636
43.36,44.65
43.35166667,44.64166667
43.33545455,44.61818182
43.3125,44.58666667
43.28333333,44.5575
43.24090909,44.52909091
43.185,44.49666667
43.16,44.48
43.10545455,44.39818182
43.0925,44.345
43.03272727,44.28545455
42.99454545,44.24909091
42.9775,44.21916667
42.95454545,44.18454545
42.92333333,44.15666667
42.84,44.09
42.84,44.09
42.81,44.045
42.77454545,44.01727273
42.77,44.025
42.76909091,44.02909091
42.7525,44.01
42.75454545,44.00454545
42.7,43.95
42.7,43.95
42.69272727,43.89909091
42.67090909,43.85454545
42.67,43.87
42.66545455,43.9
42.6375,43.8975
42.63363636,43.89090909
42.67,43.9
42.695,43.9
42.66363636,43.85636364
42.63727273,43.83363636
42.63,43.87
42.64454545,43.87727273
42.6575,43.8375
42.61545455,43.88818182
42.57,43.87
42.595,43.85333333
42.56363636,43.78454545
42.57545455,43.77909091
42.615,43.83
42.6,43.80818182
42.5375,43.7125
42.56363636,43.74909091
42.6,43.74
42.55833333,43.63166667
42.47727273,43.63909091
42.53272727,43.65636364
42.575,43.71
42.57727273,43.75636364
42.585,43.7375
42.57545455,43.70909091
42.63,43.8
42.61333333,43.85
42.41363636,43.83818182
42.445,43.82416667
42.54692308,43.77454545
42.60076923,43.71636364
42.65461538,43.7175
42.69552632,43.74909091
42.735,43.84
42.77447368,43.83473684
42.81263158,43.83263158
42.83894737,43.85894737
42.86526316,43.88526316
42.89157895,43.91157895
42.91769231,43.93846154
42.94333333,43.96666667
42.96897436,43.99487179
42.99461538,44.02307692
43.01736842,44.04631579
43.03578947,44.06210526
43.05421053,44.07789474
43.07263158,44.09368421
43.09894737,44.12052632
43.13052632,44.15473684
43.16210526,44.18894737
43.19368421,44.22315789
43.21846154,44.25051282
43.24153846,44.27615385
43.26461538,44.30179487
43.28769231,44.3274359
43.30657895,44.34894737
43.325,44.37
43.34342105,44.39105263
43.36184211,44.41157895
43.38026316,44.42736842
43.39868421,44.44315789
43.41710526,44.45894737
43.43552632,44.47631579
43.45394737,44.49736842
43.47236842,44.51842105
43.49078947,44.53947368
43.50394737,44.55394737
43.51184211,44.56184211
43.51973684,44.56973684
43.52763158,44.57763158
43.54076923,44.5925641
43.55615385,44.61051282
43.57153846,44.62846154
43.58692308,44.64641026
43.59421053,44.65210526
43.59947368,44.65473684
43.60473684,44.65736842
43.61,44.66
43.61,44.66263158
43.61,44.66526316
43.61,44.66789474
43.61,44.67
43.61,44.67
43.61,44.67
43.61,44.67
43.61105263,44.67105263
43.61368421,44.67368421
43.61631579,44.67631579
43.61894737,44.67894737
43.62315789,44.68315789
43.62842105,44.68842105
43.63368421,44.69368421
43.63894737,44.69894737
43.64410256,44.70615385
43.64923077,44.71384615
43.65435897,44.72153846
43.65948718,44.72923077
43.65763158,44.72526316
43.655,44.72
43.65236842,44.71473684
43.64842105,44.70868421
43.63263158,44.69552632
43.61684211,44.68236842
43.60105263,44.66921053
43.59315789,44.66315789
43.60368421,44.67368421
43.61421053,44.68421053
43.62473684,44.69473684
43.62605263,44.69605263
43.61815789,44.68815789
43.61026316,44.68026316
43.60236842,44.67236842
43.59263158,44.66078947
43.58210526,44.64763158
43.57157895,44.63447368
43.56105263,44.62131579
43.55763158,44.61763158
43.555,44.615
43.55236842,44.61236842
43.54921053,44.60921053
43.54131579,44.60131579
43.53342105,44.59342105
43.52552632,44.58552632
43.51763158,44.57684211
43.50973684,44.56631579
